N, N, MST_Cost, MST_Runtime, RunType, C173_MFC_Cost, C173_MFC_Completion_Cost, C173_MFC_Runtime, C173_Gamma, C173_Cluster_Size_Mu, C173_Cluster_Size_Sigma, C173_Sub_Clustering_Runtime, C173_Completion_Edges_Runtime, C173_Completion_Runtime, C173_Clustering_Runtime, C173_Find_Reps_Runtime, C173_Pick_Reps_Runtime, C173_Rep_Count, C173_Reps_Cost, C173_Clustering_Dist_Calls, C173_Sub_Clustering_Dist_Calls, C173_MFC_Dist_Calls, C173_Dist_Calls, C86_MFC_Cost, C86_MFC_Completion_Cost, C86_MFC_Runtime, C86_Gamma, C86_Cluster_Size_Mu, C86_Cluster_Size_Sigma, C86_Sub_Clustering_Runtime, C86_Completion_Edges_Runtime, C86_Completion_Runtime, C86_Clustering_Runtime, C86_Find_Reps_Runtime, C86_Pick_Reps_Runtime, C86_Rep_Count, C86_Reps_Cost, C86_Clustering_Dist_Calls, C86_Sub_Clustering_Dist_Calls, C86_MFC_Dist_Calls, C86_Dist_Calls, C43_MFC_Cost, C43_MFC_Completion_Cost, C43_MFC_Runtime, C43_Gamma, C43_Cluster_Size_Mu, C43_Cluster_Size_Sigma, C43_Sub_Clustering_Runtime, C43_Completion_Edges_Runtime, C43_Completion_Runtime, C43_Clustering_Runtime, C43_Find_Reps_Runtime, C43_Pick_Reps_Runtime, C43_Rep_Count, C43_Reps_Cost, C43_Clustering_Dist_Calls, C43_Sub_Clustering_Dist_Calls, C43_MFC_Dist_Calls, C43_Dist_Calls
30000, 30000, 0, 0, fixed_reps_1, 37784, 1350, 87371.96968699999, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 1383.81812, 0.801262, 2568.846561, 4.271666, 0, 173, 1506, 10350001, 402617711, 5469157, 418436869, 37403, 722, 84694.123212, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 713.582326, 0.155071, 1425.453773, 3.959751, 0, 86, 921, 5130001, 420911431, 2663811, 428705243, 36749, 347, 85825.93990900001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 343.450858, 0.039284, 746.793906, 3.73269, 0, 43, 571, 2550001, 433497167, 1313101, 437360269
30000, 30000, 0, 0, fixed_reps_11, 37536, 1102, 101008.01222, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 14961.35995, 0.734005, 2568.846561, 62.839626, 0, 1903, 276, 10350001, 402617711, 60158997, 473126709, 37264, 583, 91606.846303, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 7559.682691, 0.215224, 1425.453773, 70.522324, 0, 946, 203, 5130001, 420911431, 29301061, 455342493, 36680, 278, 89294.732067, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 3739.697476, 0.062868, 746.793906, 76.254646, 0, 473, 170, 2550001, 433497167, 14443681, 450490849
30000, 30000, 0, 0, fixed_reps_13, 37531, 1097, 103612.608996, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 17555.008376, 0.781795, 2568.846561, 73.740186, 0, 2249, 243, 10350001, 402617711, 71096965, 484064677, 37264, 583, 92963.603198, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 8905.060816, 0.155481, 1425.453773, 81.960837, 0, 1118, 160, 5130001, 420911431, 34628511, 460669943, 36678, 276, 89950.412202, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 4382.300706, 0.051477, 746.793906, 89.342942, 0, 559, 127, 2550001, 433497167, 17069797, 453116965
30000, 30000, 0, 0, fixed_reps_15, 37527, 1093, 106298.70168499999, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 20230.217165, 0.738324, 2568.846561, 84.667557, 0, 2595, 202, 10350001, 402617711, 82034933, 495002645, 37262, 581, 94398.201555, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 10327.439545, 0.16537, 1425.453773, 94.170576, 0, 1290, 141, 5130001, 420911431, 39955961, 465997393, 36676, 274, 90622.87693200001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 5039.568268, 0.047228, 746.793906, 104.544359, 0, 645, 105, 2550001, 433497167, 19695913, 455743081
30000, 30000, 0, 0, fixed_reps_17, 37523, 1089, 109002.754931, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 22922.618432, 0.792225, 2568.846561, 96.265635, 0, 2941, 171, 10350001, 402617711, 92972901, 505940613, 37260, 579, 95636.130459, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 11553.61701, 0.147496, 1425.453773, 105.939889, 0, 1462, 136, 5130001, 420911431, 45283411, 471324843, 36676, 274, 91310.48419300001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 5713.214937, 0.057598, 746.793906, 118.494581, 0, 731, 93, 2550001, 433497167, 22322029, 458369197
30000, 30000, 0, 0, fixed_reps_19, 37522, 1088, 111590.164017, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 25499.82166, 0.783578, 2568.846561, 106.48014, 0, 3287, 159, 10350001, 402617711, 103910869, 516878581, 37253, 572, 97016.976153, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 12921.26423, 0.22394, 1425.453773, 119.061919, 0, 1634, 130, 5130001, 420911431, 50610861, 476652293, 36669, 267, 91978.38023800001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 6367.114894, 0.05863, 746.793906, 132.489637, 0, 817, 89, 2550001, 433497167, 24948145, 460995313
30000, 30000, 0, 0, fixed_reps_21, 37518, 1084, 114298.06501800001, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 28196.148528, 0.78998, 2568.846561, 118.047871, 0, 3633, 141, 10350001, 402617711, 114848837, 527816549, 37253, 572, 98730.941684, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 14623.906124, 0.156032, 1425.453773, 130.453464, 0, 1806, 110, 5130001, 420911431, 55938311, 481979743, 36669, 267, 92651.272939, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 7026.17843, 0.051346, 746.793906, 146.326086, 0, 903, 84, 2550001, 433497167, 27574261, 463621429
30000, 30000, 0, 0, fixed_reps_23, 37515, 1081, 116910.266906, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 30796.916666, 0.801372, 2568.846561, 129.470229, 0, 3979, 123, 10350001, 402617711, 125786805, 538754517, 37252, 571, 99793.2518, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 15672.689501, 0.224831, 1425.453773, 143.911404, 0, 1978, 105, 5130001, 420911431, 61265761, 487307193, 36669, 267, 93322.21172200001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 7684.722534, 0.041768, 746.793906, 158.730343, 0, 989, 72, 2550001, 433497167, 30200377, 466247545
30000, 30000, 0, 0, fixed_reps_25, 37512, 1078, 120545.17804700001, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 34422.029282, 0.809928, 2568.846561, 139.260198, 0, 4325, 107, 10350001, 402617711, 136724773, 549692485, 37251, 570, 101129.960558, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 16998.662584, 0.154079, 1425.453773, 154.717831, 0, 2150, 87, 5130001, 420911431, 66593211, 492634643, 36666, 264, 94007.71332800001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 8356.437505, 0.053851, 746.793906, 172.504895, 0, 1075, 68, 2550001, 433497167, 32826493, 468873661
30000, 30000, 0, 0, fixed_reps_27, 37509, 1075, 122184.406022, inf, 173.41040462427745, 2150.4981407881714, 83414.232078, 36051.087374, 0.799729, 2568.846561, 149.44028, 0, 4671, 86, 10350001, 402617711, 147662741, 560630453, 37251, 570, 102471.554558, inf, 348.83720930232556, 3109.2280985556567, 82550.972291, 18328.97144, 0.211346, 1425.453773, 165.945708, 0, 2322, 80, 5130001, 420911431, 71920661, 497962093, 36664, 262, 94707.31344700001, inf, 697.6744186046511, 4435.832166603672, 84731.923171, 9041.625996, 0.045655, 746.793906, 186.924719, 0, 1161, 65, 2550001, 433497167, 35452609, 471499777
